class,cap-shape,cap-surface,cap-color,odor,population,habitat
edible,convex,fibrous,brown,none,several,woods
poisonous,flat,smooth,brown,pungent,scattered,urban
poisonous,flat,smooth,white,pungent,several,grasses
poisonous,flat,smooth,white,pungent,scattered,urban
edible,flat,fibrous,white,none,abundant,grasses
edible,flat,smooth,brown,none,scattered,grasses
edible,flat,fibrous,brown,none,abundant,grasses
edible,convex,smooth,brown,none,abundant,grasses
edible,flat,smooth,brown,none,abundant,grasses
poisonous,flat,smooth,white,pungent,several,grasses
poisonous,flat,smooth,white,pungent,several,grasses
edible,flat,smooth,gray,none,abundant,grasses
edible,convex,smooth,brown,none,abundant,grasses
edible,convex,smooth,brown,none,scattered,grasses
edible,convex,fibrous,brown,none,several,woods
edible,convex,fibrous,brown,none,several,woods
edible,flat,fibrous,white,none,abundant,grasses
edible,flat,fibrous,white,none,scattered,grasses
edible,convex,fibrous,white,none,abundant,grasses
edible,convex,smooth,yellow,anise,numerous,meadows
edible,flat,smooth,gray,none,abundant,grasses
edible,convex,smooth,white,none,scattered,grasses
edible,convex,fibrous,brown,none,scattered,grasses
edible,convex,fibrous,brown,none,abundant,grasses
edible,convex,smooth,white,none,scattered,grasses
edible,convex,smooth,brown,none,scattered,grasses
edible,convex,smooth,gray,none,scattered,grasses
edible,convex,smooth,gray,none,scattered,grasses
edible,flat,smooth,white,none,scattered,grasses
edible,convex,smooth,brown,none,abundant,grasses
edible,flat,fibrous,gray,none,scattered,grasses
edible,flat,fibrous,white,none,scattered,grasses
edible,convex,fibrous,white,none,abundant,grasses
edible,flat,fibrous,gray,none,scattered,grasses
edible,convex,fibrous,gray,none,abundant,grasses
edible,convex,scaly,yellow,almond,numerous,grasses
edible,convex,smooth,yellow,anise,numerous,grasses
edible,convex,smooth,white,none,abundant,grasses
poisonous,convex,scaly,brown,pungent,scattered,grasses
edible,convex,fibrous,white,none,scattered,grasses
poisonous,convex,smooth,white,pungent,scattered,urban
edible,convex,scaly,gray,none,several,woods
poisonous,flat,smooth,white,pungent,several,urban
edible,convex,scaly,yellow,anise,scattered,grasses
edible,convex,scaly,white,anise,numerous,meadows
edible,flat,scaly,brown,anise,soletary,paths
edible,convex,smooth,white,none,scattered,grasses
edible,flat,smooth,brown,none,scattered,grasses
edible,convex,smooth,gray,none,abundant,grasses
edible,convex,smooth,white,none,abundant,grasses
edible,flat,smooth,brown,none,scattered,grasses
edible,flat,smooth,brown,none,abundant,grasses
edible,convex,smooth,gray,none,scattered,grasses
edible,bell,smooth,white,anise,numerous,grasses
edible,convex,smooth,gray,none,scattered,grasses
edible,convex,smooth,yellow,anise,scattered,meadows
poisonous,flat,scaly,white,pungent,several,grasses
edible,flat,smooth,white,none,scattered,grasses
edible,flat,smooth,brown,none,scattered,grasses
edible,flat,smooth,gray,none,scattered,grasses
edible,flat,fibrous,gray,none,scattered,grasses
edible,convex,scaly,brown,none,soletary,woods
edible,convex,fibrous,brown,none,soletary,woods
edible,convex,scaly,yellow,almond,soletary,paths
edible,convex,fibrous,gray,none,soletary,woods
edible,flat,fibrous,gray,none,abundant,grasses
edible,flat,smooth,brown,none,scattered,grasses
edible,flat,smooth,white,none,abundant,grasses
edible,convex,fibrous,gray,none,abundant,grasses
edible,flat,smooth,white,none,scattered,grasses
edible,flat,fibrous,gray,none,abundant,grasses
edible,convex,fibrous,gray,none,abundant,grasses
edible,convex,smooth,brown,none,abundant,grasses
edible,convex,fibrous,brown,none,soletary,woods
edible,flat,smooth,white,none,scattered,grasses
edible,flat,fibrous,brown,none,scattered,grasses
poisonous,flat,scaly,brown,pungent,scattered,grasses
edible,convex,fibrous,brown,none,soletary,woods
edible,convex,fibrous,brown,none,scattered,grasses
edible,flat,fibrous,white,none,scattered,grasses
poisonous,flat,scaly,brown,pungent,several,urban
edible,flat,fibrous,gray,none,scattered,grasses
edible,convex,fibrous,gray,none,several,woods
edible,convex,fibrous,white,none,abundant,grasses
edible,convex,fibrous,gray,none,scattered,grasses
edible,convex,fibrous,brown,none,several,woods
edible,convex,smooth,gray,none,abundant,grasses
edible,flat,fibrous,white,none,abundant,grasses
edible,convex,fibrous,gray,none,soletary,woods
edible,convex,scaly,white,anise,numerous,grasses
edible,convex,scaly,white,anise,numerous,meadows
edible,flat,smooth,gray,none,scattered,grasses
edible,flat,smooth,white,none,abundant,grasses
edible,flat,smooth,brown,none,scattered,grasses
edible,flat,smooth,white,none,abundant,grasses
edible,convex,fibrous,brown,none,abundant,grasses
edible,convex,smooth,brown,none,scattered,grasses
edible,bell,scaly,yellow,almond,numerous,meadows
poisonous,flat,scaly,white,pungent,several,grasses
edible,convex,smooth,brown,none,abundant,grasses
edible,flat,smooth,brown,none,scattered,grasses
edible,convex,scaly,brown,almond,scattered,grasses
edible,convex,smooth,gray,none,abundant,grasses
edible,flat,smooth,white,none,abundant,grasses
poisonous,convex,smooth,brown,pungent,several,urban
edible,flat,smooth,gray,none,abundant,grasses
edible,convex,fibrous,white,none,scattered,grasses
poisonous,flat,smooth,brown,pungent,several,grasses
edible,convex,fibrous,brown,none,abundant,grasses
edible,convex,smooth,brown,none,abundant,grasses
edible,convex,fibrous,brown,none,several,woods
edible,flat,smooth,white,none,scattered,grasses
poisonous,flat,smooth,white,pungent,several,urban
edible,convex,fibrous,white,none,abundant,grasses
edible,flat,fibrous,brown,none,scattered,grasses
edible,flat,smooth,gray,none,scattered,grasses
edible,convex,fibrous,white,none,abundant,grasses
edible,flat,scaly,brown,anise,soletary,grasses
poisonous,flat,smooth,white,pungent,scattered,grasses
edible,convex,fibrous,white,none,abundant,grasses
edible,flat,fibrous,brown,none,soletary,urban
poisonous,flat,scaly,brown,pungent,scattered,urban
edible,flat,smooth,white,none,scattered,grasses
edible,convex,fibrous,gray,none,scattered,grasses
edible,flat,scaly,yellow,almond,soletary,paths
edible,convex,fibrous,white,none,scattered,grasses
edible,convex,fibrous,white,none,abundant,grasses
poisonous,flat,scaly,brown,pungent,scattered,grasses
edible,flat,fibrous,brown,none,scattered,grasses
edible,flat,fibrous,gray,none,scattered,grasses
edible,convex,fibrous,brown,none,scattered,grasses
edible,convex,fibrous,brown,none,several,woods
edible,convex,smooth,gray,none,scattered,grasses
edible,convex,smooth,gray,none,abundant,grasses
edible,convex,fibrous,white,none,scattered,grasses
edible,flat,fibrous,gray,none,scattered,grasses
edible,convex,fibrous,brown,none,soletary,woods
edible,convex,smooth,white,none,scattered,grasses
poisonous,convex,smooth,white,pungent,scattered,urban
edible,flat,smooth,gray,none,abundant,grasses
edible,convex,smooth,brown,none,scattered,grasses
edible,convex,fibrous,brown,none,several,woods
edible,convex,scaly,yellow,almond,soletary,grasses
edible,convex,smooth,gray,none,abundant,grasses
edible,convex,fibrous,brown,none,abundant,grasses
edible,convex,fibrous,white,none,abundant,grasses
edible,convex,scaly,yellow,almond,scattered,grasses
edible,convex,fibrous,brown,none,soletary,woods
edible,convex,fibrous,white,none,abundant,grasses
edible,convex,fibrous,white,none,abundant,grasses
poisonous,flat,smooth,brown,pungent,scattered,urban
poisonous,flat,smooth,white,pungent,several,urban
edible,convex,smooth,brown,none,abundant,grasses
edible,convex,fibrous,gray,none,several,urban
edible,flat,smooth,brown,none,scattered,grasses
edible,convex,smooth,white,none,abundant,grasses
poisonous,flat,smooth,white,pungent,scattered,grasses
edible,bell,smooth,yellow,almond,scattered,grasses
edible,convex,fibrous,brown,none,abundant,grasses
poisonous,flat,scaly,brown,pungent,scattered,urban
edible,convex,smooth,gray,none,abundant,grasses
edible,convex,smooth,gray,none,scattered,grasses
edible,convex,smooth,white,none,scattered,grasses
poisonous,flat,smooth,white,pungent,several,urban
edible,flat,smooth,white,none,abundant,grasses
edible,convex,fibrous,brown,none,abundant,grasses
edible,flat,fibrous,brown,none,scattered,grasses
edible,convex,fibrous,brown,none,abundant,grasses
poisonous,flat,scaly,brown,pungent,several,grasses
edible,convex,fibrous,white,none,scattered,grasses
edible,flat,smooth,white,none,abundant,grasses
poisonous,flat,scaly,white,pungent,several,urban
edible,flat,smooth,gray,none,abundant,grasses
edible,flat,scaly,brown,none,several,woods
edible,convex,fibrous,gray,none,abundant,grasses
edible,convex,fibrous,gray,none,several,woods
edible,convex,scaly,brown,none,several,woods
edible,flat,fibrous,brown,none,soletary,woods
edible,flat,scaly,red,none,several,woods
edible,flat,smooth,gray,none,scattered,grasses
edible,convex,fibrous,gray,none,soletary,woods
edible,convex,scaly,gray,none,soletary,woods
edible,convex,fibrous,gray,none,scattered,grasses
poisonous,flat,smooth,brown,pungent,scattered,grasses
edible,flat,fibrous,brown,none,several,woods
poisonous,convex,smooth,brown,pungent,several,grasses
edible,convex,smooth,white,almond,scattered,grasses
edible,convex,smooth,white,none,abundant,grasses
edible,convex,scaly,yellow,almond,scattered,grasses
poisonous,convex,fibrous,gray,foul,soletary,grasses
edible,flat,smooth,brown,none,abundant,grasses
edible,flat,smooth,white,none,scattered,grasses
edible,convex,fibrous,brown,none,several,woods
edible,flat,smooth,brown,none,scattered,grasses
edible,convex,fibrous,brown,none,scattered,grasses
poisonous,convex,smooth,white,pungent,several,urban
edible,flat,fibrous,brown,none,soletary,woods
edible,convex,scaly,white,anise,numerous,grasses
edible,flat,fibrous,gray,none,scattered,grasses
edible,convex,scaly,red,none,several,woods
edible,flat,fibrous,white,none,scattered,grasses
edible,convex,smooth,gray,none,abundant,grasses
edible,convex,scaly,brown,none,several,woods
edible,convex,scaly,gray,none,soletary,woods
edible,convex,fibrous,gray,none,several,woods
edible,flat,smooth,white,none,abundant,grasses
edible,convex,fibrous,gray,none,several,woods
edible,convex,fibrous,brown,none,several,woods
edible,convex,fibrous,red,none,several,woods
edible,convex,scaly,brown,none,soletary,woods
edible,flat,fibrous,white,none,scattered,grasses
edible,convex,scaly,brown,none,soletary,woods
edible,convex,smooth,gray,none,scattered,grasses
edible,convex,fibrous,gray,none,abundant,grasses
edible,flat,fibrous,white,none,abundant,grasses
edible,convex,scaly,gray,none,several,woods
poisonous,flat,scaly,brown,pungent,scattered,urban
edible,convex,scaly,red,none,several,woods
edible,flat,fibrous,white,none,scattered,grasses
edible,flat,smooth,gray,none,abundant,grasses
edible,convex,scaly,gray,none,several,woods
edible,flat,fibrous,gray,none,several,woods
edible,convex,fibrous,brown,none,several,woods
edible,flat,fibrous,red,none,several,woods
edible,convex,smooth,white,none,abundant,grasses
edible,convex,fibrous,red,none,several,woods
edible,convex,fibrous,brown,none,several,woods
edible,convex,fibrous,gray,none,soletary,woods
edible,convex,fibrous,brown,none,soletary,woods
edible,convex,fibrous,yellow,almond,several,woods
edible,convex,fibrous,red,none,several,woods
poisonous,flat,smooth,white,pungent,several,grasses
edible,convex,smooth,white,none,scattered,grasses
edible,convex,fibrous,red,none,soletary,woods
edible,convex,scaly,brown,none,several,woods
edible,convex,fibrous,white,none,abundant,grasses
edible,convex,fibrous,gray,none,soletary,woods
edible,convex,smooth,gray,none,scattered,grasses
edible,convex,scaly,red,none,soletary,woods
edible,convex,scaly,brown,none,several,woods
edible,convex,smooth,white,none,abundant,grasses
edible,convex,smooth,brown,none,abundant,grasses
edible,convex,smooth,white,none,scattered,grasses
edible,convex,smooth,brown,none,scattered,grasses
edible,flat,fibrous,red,none,soletary,woods
edible,flat,fibrous,white,none,abundant,grasses
edible,flat,fibrous,gray,none,abundant,grasses
edible,convex,scaly,red,none,several,woods
edible,convex,fibrous,red,none,soletary,woods
edible,convex,scaly,gray,none,several,woods
edible,convex,fibrous,red,none,soletary,woods
edible,flat,smooth,brown,none,scattered,grasses
edible,convex,smooth,white,none,abundant,grasses
edible,convex,smooth,white,none,abundant,grasses
edible,convex,fibrous,white,none,abundant,grasses
edible,convex,fibrous,red,none,several,woods
edible,convex,fibrous,brown,none,soletary,woods
edible,flat,fibrous,brown,none,several,woods
edible,flat,fibrous,white,anise,several,woods
edible,flat,fibrous,white,none,abundant,grasses
poisonous,flat,scaly,white,pungent,scattered,grasses
edible,flat,fibrous,gray,none,several,woods
edible,convex,fibrous,brown,none,several,woods
edible,convex,smooth,white,none,abundant,grasses
edible,convex,fibrous,white,none,abundant,grasses
edible,convex,smooth,brown,none,abundant,grasses
edible,convex,fibrous,brown,none,abundant,grasses
edible,convex,smooth,gray,none,abundant,grasses
edible,convex,scaly,brown,none,several,woods
edible,convex,fibrous,brown,none,soletary,woods
edible,flat,smooth,gray,none,scattered,grasses
edible,flat,smooth,brown,none,abundant,grasses
edible,convex,smooth,gray,none,scattered,grasses
edible,flat,fibrous,gray,none,soletary,woods
edible,convex,smooth,white,none,abundant,grasses
edible,flat,fibrous,brown,none,abundant,grasses
edible,flat,smooth,white,none,scattered,grasses
edible,convex,fibrous,gray,none,scattered,grasses
edible,flat,fibrous,brown,none,abundant,grasses
edible,flat,fibrous,brown,none,abundant,grasses
edible,convex,fibrous,brown,none,several,woods
edible,flat,smooth,gray,none,abundant,grasses
edible,flat,smooth,white,none,scattered,grasses
edible,convex,scaly,red,none,several,woods
edible,convex,scaly,gray,none,several,woods
edible,convex,scaly,red,none,several,woods
edible,convex,fibrous,gray,none,scattered,grasses
edible,flat,fibrous,gray,none,abundant,grasses
edible,flat,scaly,yellow,anise,soletary,grasses
poisonous,flat,scaly,white,pungent,several,urban
edible,flat,smooth,brown,none,abundant,grasses
edible,flat,fibrous,brown,none,scattered,grasses
edible,flat,fibrous,brown,none,several,woods
edible,convex,fibrous,red,none,soletary,woods
edible,flat,fibrous,gray,none,abundant,grasses
edible,convex,fibrous,brown,none,scattered,grasses
edible,convex,fibrous,gray,none,scattered,grasses
edible,convex,scaly,red,none,several,woods
edible,flat,fibrous,brown,none,several,woods
edible,convex,fibrous,brown,none,scattered,grasses
edible,convex,fibrous,brown,none,abundant,grasses
edible,flat,smooth,white,none,scattered,grasses
edible,flat,smooth,gray,none,scattered,grasses
poisonous,flat,scaly,white,pungent,scattered,urban
edible,bell,smooth,white,almond,scattered,grasses
edible,convex,fibrous,brown,none,several,woods
edible,flat,fibrous,gray,none,abundant,grasses
edible,convex,fibrous,brown,none,scattered,grasses
